idx,x,y,line,s_mm,pmod,sigma,w,d,asym,pinned
204,0.0,6.7,67,680.0,0.7640030903408069,0.00021055727637624236,0.00016396827697753912,6.358470916748046e-05,5.866050720214908e-06,
206,5.0,6.8,68,685.0,0.662977617260154,0.00020296806455776897,0.00016424674987792977,6.373512268066406e-05,-1.5376281738281247e-05,
207,10.0,6.8,68,690.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,-5.866718292236225e-06,
209,5.0,6.9,69,695.0,0.662977617260154,0.00020296806455776897,0.000164247465133667,6.373512268066406e-05,1.5377712249755714e-05,
210,0.0,6.9,69,700.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,5.866718292236225e-06,
212,5.0,7.0,70,705.0,0.662977617260154,0.00020296806455776897,0.000164247465133667,6.373512268066406e-05,-1.5377712249755714e-05,
213,10.0,7.0,70,710.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,-5.866718292236225e-06,
215,5.0,7.1,71,715.0,0.662977617260154,0.00020296806455776897,0.000164247465133667,6.373512268066406e-05,1.5377712249755714e-05,
216,0.0,7.1,71,720.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,5.866718292236225e-06,
218,5.0,7.2,72,725.0,0.662977617260154,0.00020296806455776897,0.000164247465133667,6.373512268066406e-05,-1.5377712249755714e-05,
219,10.0,7.2,72,730.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,-5.866718292236225e-06,
221,5.0,7.3,73,735.0,0.662977617260154,0.00020296806455776897,0.000164247465133667,6.373512268066406e-05,1.5377712249755714e-05,
222,0.0,7.3,73,740.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,5.866718292236225e-06,
224,5.0,7.4,74,745.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373512268066406e-05,-1.5378761291503715e-05,
225,10.0,7.4,74,750.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,-5.866718292236225e-06,
227,5.0,7.5,75,755.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373512268066406e-05,1.5378761291503715e-05,
228,0.0,7.5,75,760.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,5.866718292236225e-06,
230,5.0,7.6,76,765.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373512268066406e-05,-1.5378761291503715e-05,
231,10.0,7.6,76,770.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,-5.866718292236225e-06,
233,5.0,7.7,77,775.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373512268066406e-05,1.5378761291503715e-05,
234,0.0,7.7,77,780.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,5.866718292236225e-06,
236,5.0,7.8,78,785.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373512268066406e-05,-1.5378761291503715e-05,
